,Datetime Event Began,Alert Criteria,State Affected_Alabama,State Affected_Arizona,State Affected_Arkansas,State Affected_California,State Affected_Colorado,State Affected_Connecticut,State Affected_Florida,State Affected_Georgia,State Affected_Idaho,State Affected_Illinois,State Affected_Indiana,State Affected_Iowa,State Affected_Kansas,State Affected_Kentucky,State Affected_Louisiana,State Affected_Maryland,State Affected_Massachusetts,State Affected_Michigan,State Affected_Minnesota,State Affected_Mississippi,State Affected_Missouri,State Affected_Montana,State Affected_Nebraska,State Affected_Nevada,State Affected_New Hampshire,State Affected_New Jersey,State Affected_New Mexico,State Affected_New York,State Affected_North Carolina,State Affected_North Dakota,State Affected_Ohio,State Affected_Oklahoma,State Affected_Oregon,State Affected_Pennsylvania,State Affected_South Carolina,State Affected_South Dakota,State Affected_Tennessee,State Affected_Texas,State Affected_Utah,State Affected_Virginia,State Affected_Washington,State Affected_Wisconsin,State Affected_Wyoming,NERC Region_FRCC,NERC Region_MRO,NERC Region_NPCC,NERC Region_RF,NERC Region_SERC,NERC Region_SPP RE,NERC Region_TRE,NERC Region_WECC,Event Type_Cyber Event,Event Type_Other,Event Type_Severe Weather,Event Type_System Operations,Event Type_Transmission / Distribution Interruption,Event Type_Vandalism,scaled_Demand Loss (MW),scaled_Number of Customers Affected,scaled_State Avg Temp (F),scaled_State Avg Windspeed (mph),scaled_State Avg Precipitation (mm),scaled_Monthly Net Energy for Load (GWh),scaled_Monthly Peak Hour Demand (MW),scaled_State Avg Snowfall (mm)
105,2020-02-17 09:47:00,Damage or destruction of its Facility that results from actual or suspected intentional human action.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.13113610375456583,-0.2545627744590003,-0.07505465329951612,-0.5983887168403628,-0.2562973587976253,0.009578779295035082,0.4316944830246969,-0.2652723275045537
106,2020-02-17 04:00:00,"Loss of electric service to more than 50,000 customers for 1 hour or more.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-0.1320095661822065,0.03702047508780706,-0.36124535211318004,-1.6855037751976876,-0.5478763078286069,0.05275100894260736,-0.04695186605570692,-0.2652723275045537
107,2020-03-01 11:27:00,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.14249111531389436,-0.2414998448793033,0.09582149838332328,0.6237716903812262,-0.5777884598710192,-0.057265098088901636,0.04863062808784611,0.2459520086648879
108,2020-03-01 08:00:00,Fuel supply emergencies that could impact electric power system adequacy or reliability.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.04699255655851601,-0.2545627744590003,-1.3227813186750135,-0.1358583969802588,-0.5513250631665514,-0.8887161532303949,-1.1216768454682693,0.2459520086648879
109,2020-03-12 01:03:00,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.13943399681715207,-0.18848167916170666,-0.3429997639217798,-0.5851253343626227,-0.5627248707157323,-0.49260869387608186,-0.8813773799906274,-0.24969231595571315
110,2020-03-16 12:01:00,"Loss of electric service to more than 50,000 customers for 1 hour or more.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-0.12123686290797174,0.20697185482366046,-0.7319678607868867,-0.14973805783575225,0.4551246110585421,0.08384100031949342,-0.3202984738895499,3.1520763230638087
111,2020-03-17 10:30:00,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.7372311263915194,-0.2545627744590003,-0.9353052031837332,0.6656823158908248,-0.5318636139926773,-0.49260869387608186,-0.8813773799906274,3.4143853165908102
112,2020-03-18 07:09:00,"Loss of electric service to more than 50,000 customers for 1 hour or more.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-0.11075531377628388,0.049516900068384516,-1.070759741806364,-0.1705843438310698,-0.10802728311550924,0.08384100031949342,-0.3202984738895499,1.1697391767520353
113,2020-03-26 21:29:00,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.14249111531389436,-0.20472703163645736,-0.02273606057887581,0.261486571793441,-0.5184305215391861,-0.49260869387608186,-0.8813773799906274,0.10963748858741601
114,2020-03-29 20:27:00,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.144674771382996,-0.24807296441908702,0.6935619297471481,-0.8651032808472839,0.18943532602153662,-0.057265098088901636,0.04863062808784611,-0.12466221010065683
115,2020-03-31 11:45:00,"Loss of electric service to more than 50,000 customers for 1 hour or more.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.08527932630343142,-0.014031586432845376,0.19242848299408855,0.4887263415169621,0.2420850676181266,-0.057265098088901636,0.04863062808784611,-0.2593111966701335
116,2020-04-02 13:37:00,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.14452919431172256,-0.2545627744590003,-1.193387893522678,2.740607533828563,-0.5695112828073976,-0.10662016795353707,-0.4518758321183446,-0.2652723275045537
117,2020-04-05 15:46:00,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-0.14423804016917569,-0.2261792278531153,-0.5330466150184924,0.4900767950056035,0.9292126625367922,-0.2682526245582222,-0.11124830771298233,0.34519987548586833
118,2020-04-12 13:00:00,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.1274966769727298,-0.09631221397996087,0.824787343595879,1.0613186207014411,-0.27108112487174624,-0.3738735877359325,-0.128497647439981,-0.2652723275045537
119,2020-04-12 17:00:00,"Loss of electric service to more than 50,000 customers for 1 hour or more.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.08003855173758749,0.007145688434239886,0.45367496585079614,1.185897955028725,0.24947704804172022,-0.3738735877359325,-0.128497647439981,-0.2652723275045537
120,2020-04-20 00:59:00,"Loss of electric service to more than 50,000 customers for 1 hour or more.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.06489853632514946,0.0675992270152801,0.4093254302995245,-0.36374742318870434,3.735570613210842,-0.3738735877359325,-0.128497647439981,-0.261237100478177
121,2020-04-23 08:00:00,"Loss of electric service to more than 50,000 customers for 1 hour or more.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.09066567794054879,-0.03727910237171297,0.38576473953791207,0.2422685798396801,1.6337313116656536,-0.3738735877359325,-0.128497647439981,-0.2652723275045537
122,2020-04-24 21:00:00,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.14452919431172256,-0.25062640059011837,0.4019886111933463,-1.56396296121985,-0.5812839289754357,-0.2682526245582222,-0.11124830771298233,-0.2652723275045537
123,2020-04-28 20:01:00,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.14321900067026158,-0.25455860898400673,1.0335339059702673,1.0895121045995786,-0.3933238165582015,-2.288142642248383,-2.065867802698358,-0.2652723275045537
124,2020-05-04 11:59:00,"Loss of electric service to more than 50,000 customers for 1 hour or more.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.07246854403136847,0.28694897469935615,0.6234505316330062,-0.6037905307949335,0.4120000703104618,0.008360415332776086,0.2983690942203331,-0.2652723275045537
125,2020-05-19 20:04:00,Damage or destruction of its Facility that results from actual or suspected intentional human action.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.14409246309790225,-0.22956992449784533,0.6255294161119721,-0.6969718215112756,-0.06597571292833627,0.008360415332776086,0.2983690942203331,-0.1337148585187704
126,2020-05-25 10:58:00,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.14409246309790225,-0.23896307060824606,0.7528160004884695,0.07224194628011418,2.968080102660654,-2.04919581932403,-1.8088258800623358,-0.2652723275045537
127,2020-06-03 13:00:00,"Loss of electric service to more than 50,000 customers for 1 hour or more.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.13361091396621436,0.10783354997774598,0.8590574392491345,-0.3728629842370419,0.31952520749885016,-0.18857150511235976,0.06447182650392486,-0.2652723275045537
128,2020-06-27 16:00:00,"Loss of electric service to more than 50,000 customers for 1 hour or more.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4.728663266566769,0.07079831181030792,1.037841504440197,-0.8954884843417436,-0.18557085002848495,0.6306121189665068,1.0289809499939293,-0.2652723275045537
129,2020-07-01 19:26:00,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.14059861338733962,-0.24617767329703277,0.8738406177662252,-0.8759551392381624,-0.4517248945625349,0.6651139711704774,0.45114364122237366,-0.2652723275045537
130,2020-07-12 14:08:00,Damage or destruction of its Facility that results from actual or suspected intentional human action.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.14001630510224583,-0.21290802452374205,0.869429508047416,-0.20422510484279247,-0.5848874192270126,0.8795495255228397,0.9465078887467546,-0.2652723275045537
131,2020-07-16 08:49:00,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.07610797081320453,-0.2545627744590003,0.6511689913525505,-0.06127653385749504,-0.5347648088043359,1.573700388719012,1.1305138025107497,-0.2652723275045537
132,2020-07-19 10:30:00,Fuel supply emergencies that could impact electric power system adequacy or reliability.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.04699255655851601,-0.2545627744590003,1.1223828065848076,0.08220012221527315,-0.5563600187658941,-0.6396537526551175,-0.6336959401086284,-0.2652723275045537
133,2020-07-20 00:57:00,Damage or destruction of its Facility that results from actual or suspected intentional human action.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.14219996117134748,-0.19584623895026032,1.3154755901716353,-0.07812651034078578,-0.5186736401026517,-1.548814686202169,-1.5288350687695924,-0.2652723275045537
134,2020-07-21 11:53:00,Damage or destruction of its Facility that results from actual or suspected intentional human action.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.14249111531389436,-0.20874254953021626,0.5885822636119715,-0.23289501459159687,-0.5817917641484499,0.8795495255228397,0.9465078887467546,-0.2652723275045537
135,2020-07-25 21:00:00,"Loss of electric service to more than 50,000 customers for 1 hour or more.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-0.12705994575890944,0.09533712499716852,1.2306346290030286,0.6973089895947078,-0.4238508839368919,-1.548814686202169,-1.5288350687695924,-0.2652723275045537
136,2020-08-04 13:00:00,"Loss of electric service to more than 50,000 customers for 1 hour or more.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.4235125377972505,1.4949367228218435,0.7477876223749625,-0.14193543767915076,0.17307426372849222,-0.8479799371548459,-0.7397039182449284,-0.2652723275045537
137,2020-08-04 11:20:00,"Loss of electric service to more than 50,000 customers for 1 hour or more.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.13652245539168323,0.05784785005543615,1.0530866572859463,0.772321574131916,1.148958073171034,0.3062504041051005,0.3511073188404102,-0.2652723275045537
138,2020-08-04 15:15:00,"Loss of electric service to more than 50,000 customers for 1 hour or more.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.14589706287879545,4.695050390173074,0.9907201229169708,1.0415682384300426,-0.26404655221328605,-0.8479799371548459,-0.7397039182449284,-0.2652723275045537
139,2020-08-04 06:01:00,"Loss of electric service to more than 50,000 customers for 1 hour or more.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.09998261050204912,0.27023292355033707,0.9528507137595936,0.8755348050496037,3.5429055187126877,1.1581083344445493,1.1616016591534497,-0.2652723275045537
140,2020-08-05 17:58:00,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.13230072032475337,-0.17214885171209193,1.3005300963498807,0.11952798280375095,-0.5296929769242964,-1.5195472948789173,-1.5279393835929749,-0.2652723275045537
141,2020-08-07 05:13:00,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.07246854403136847,0.5246643016298875,0.6598805072644077,-0.9065376492488199,-0.34859647706992875,-0.8479799371548459,-0.7397039182449284,-0.2652723275045537
142,2020-08-10 11:00:00,"Uncontrolled loss of 200 Megawatts or more of firm system loads for 15 minutes or more from a single incident for entities with previous year's peak demand less than or equal to 3,000 Megawatts.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.06518969046769633,-0.2545627744590003,0.9054858592793713,-0.06257643561126873,-0.17790029249735526,1.2932860057431639,1.225043878225319,-0.2652723275045537
143,2020-08-10 12:38:00,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.05855082011472988,0.7868059739224544,0.9054858592793713,-0.06257643561126873,-0.17790029249735526,1.2932860057431639,1.225043878225319,-0.2652723275045537
144,2020-08-10 10:00:00,"Loss of electric service to more than 50,000 customers for 1 hour or more.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.006958861958319292,0.9950797235987453,1.141785728388489,0.064683946083173,-0.23215020059438432,1.2932860057431639,1.225043878225319,-0.2652723275045537
145,2020-08-13 13:51:00,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-0.11352127813047928,-0.016880771328417036,1.5234764102022167,0.2778867906026298,-0.5153931484870208,-1.5195472948789173,-1.5279393835929749,-0.2652723275045537
146,2020-08-14 18:36:00,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.06373391975496191,0.6618417241166799,1.2192282860184838,-1.3816517402530937,-0.5817516683695664,1.0430822227434822,1.1228247014704134,-0.2652723275045537
147,2020-08-14 16:39:00,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.13055379546947207,-0.2017820408160346,1.337326862410003,-0.8873857634098877,0.3675652847349531,1.1581083344445493,1.1616016591534497,-0.2652723275045537
148,2020-08-14 17:15:00,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.017789240158165954,-0.2545627744590003,1.2192282860184838,-1.3816517402530937,-0.5817516683695664,1.0430822227434822,1.1228247014704134,-0.2652723275045537
149,2020-08-14 18:45:00,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.061316784468925294,0.2952799246864078,1.2192282860184838,-1.3816517402530937,-0.5817516683695664,1.0430822227434822,1.1228247014704134,-0.2652723275045537
150,2020-08-15 18:25:00,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.07843720395357962,0.6618417241166799,1.3039433529417577,-0.7840760715287258,-0.5773310905928495,1.0430822227434822,1.1228247014704134,-0.2652723275045537
151,2020-08-15 14:53:00,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-0.029523308005702898,-0.2545627744590003,1.3039433529417577,-0.7840760715287258,-0.5773310905928495,1.0430822227434822,1.1228247014704134,-0.2652723275045537
152,2020-08-15 15:00:00,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.11614166541340125,0.03702047508780706,1.3039433529417577,-0.7840760715287258,-0.5773310905928495,1.0430822227434822,1.1228247014704134,-0.2652723275045537
153,2020-08-16 03:44:00,"Loss of electric service to more than 50,000 customers for 1 hour or more.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-0.08571605751725175,0.26306414108647913,1.2439633885307113,-1.56396296121985,-0.5540126623423821,1.0430822227434822,1.1228247014704134,-0.2652723275045537
154,2020-08-17 08:21:00,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-0.14496592552554288,-0.2545544435090132,1.1838253922964646,-1.624733368208769,-0.5445696026293848,1.0430822227434822,1.1228247014704134,-0.2652723275045537
155,2020-08-18 14:44:00,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.11541378005703404,-0.2535713914105411,1.2947991175159748,-0.6881541546148443,-0.47693254797260576,-1.5195472948789173,-1.5279393835929749,-0.2652723275045537
156,2020-08-19 01:27:00,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.14205438410007404,-0.18746946873827988,0.5541543823341449,-0.706424995931774,-0.43252246131524835,0.3062504041051005,0.3511073188404102,-0.2652723275045537
157,2020-08-20 15:29:00,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.13652245539168323,-0.2545627744590003,1.033257297640426,0.23382824553566395,-0.570642407707081,1.2932860057431639,1.225043878225319,-0.2652723275045537
